symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,Dual_Overhead,L_Engine,Overhead,Rotary
2,115.0,renault,gas,std,two,hatchback,fwd,front,96.1,176.8,66.6,50.5,2460.0,four,132,mpfi,3.46,3.2584183673469322,8.7,95.0,5200.0,23.0,31.0,9895.0,0,0,1,0
3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2658.0,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21.0,28.0,11850.0,0,0,1,0
2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2695.0,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,12170.0,0,0,1,0
3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2707.0,four,121,mpfi,3.3304477611940313,3.2584183673469322,9.3,110.0,5250.0,21.0,28.0,15040.0,0,0,1,0
2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2758.0,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21.0,28.0,15510.0,0,0,1,0
3,150.0,saab,gas,turbo,two,hatchback,fwd,front,99.1,186.6,66.5,56.1,2808.0,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18150.0,1,0,0,0
2,104.0,saab,gas,turbo,four,sedan,fwd,front,99.1,186.6,66.5,56.1,2847.0,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19.0,26.0,18620.0,1,0,0,0
2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,156.9,63.4,53.7,2050.0,four,97,2bbl,3.62,3.2584183673469322,9.0,69.0,4900.0,31.0,36.0,5118.0,0,0,1,0
2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,157.9,63.6,53.7,2120.0,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,7053.0,0,0,1,0
2,83.0,subaru,gas,std,two,hatchback,4wd,front,93.3,157.3,63.8,55.7,2240.0,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26.0,31.0,7603.0,0,0,1,0
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2145.0,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32.0,37.0,7126.0,0,0,1,0
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2190.0,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28.0,33.0,7775.0,0,0,1,0
0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,172.0,65.4,52.5,2340.0,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26.0,32.0,9960.0,0,0,1,0
0,102.0,subaru,gas,std,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2385.0,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24.0,25.0,9233.0,0,0,1,0
0,102.0,subaru,gas,turbo,four,sedan,4wd,front,97.0,172.0,65.4,54.3,2510.0,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24.0,29.0,11259.0,0,0,1,0
0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2290.0,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28.0,32.0,7463.0,0,0,1,0
0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,173.5,65.4,53.0,2455.0,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25.0,31.0,10198.0,0,0,1,0
0,85.0,subaru,gas,std,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2420.0,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23.0,29.0,8013.0,0,0,1,0
0,85.0,subaru,gas,turbo,four,wagon,4wd,front,96.9,173.6,65.4,54.9,2650.0,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23.0,23.0,11694.0,0,0,1,0
1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,1985.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35.0,39.0,5348.0,0,0,1,0
1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,158.7,63.6,54.5,2040.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,6338.0,0,0,1,0
1,74.0,toyota,gas,std,four,hatchback,fwd,front,95.7,158.7,63.6,54.5,2015.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,38.0,6488.0,0,0,1,0
0,77.0,toyota,gas,std,four,wagon,fwd,front,95.7,169.7,63.6,53.55699481865292,2280.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31.0,37.0,6918.0,0,0,1,0
0,81.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,53.55699481865292,2290.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,7898.0,0,0,1,0
0,91.0,toyota,gas,std,four,wagon,4wd,front,95.7,169.7,63.6,53.55699481865292,3110.0,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27.0,32.0,8778.0,0,0,1,0
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2081.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,6938.0,0,0,1,0
0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2109.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30.0,37.0,7198.0,0,0,1,0
0,91.0,toyota,diesel,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2275.0,four,110,idi,3.27,3.35,8.860108108108106,56.0,4500.0,34.0,36.0,7898.0,0,0,1,0
0,91.0,toyota,diesel,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2275.0,four,110,idi,3.27,3.35,8.860108108108106,56.0,4500.0,38.0,30.317948717948717,7788.0,0,0,1,0
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,53.0,2094.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38.0,30.317948717948717,7738.0,0,0,1,0
0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,166.3,64.4,52.8,2122.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,8358.0,0,0,1,0
0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,166.3,64.4,52.8,2140.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28.0,34.0,9258.0,0,0,1,0
1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2169.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8058.0,0,0,1,0
1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2204.0,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29.0,34.0,8238.0,0,0,1,0
1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,168.7,64.0,52.6,2265.0,four,98,mpfi,3.24,3.08,9.4,112.0,5135.858585858586,26.0,29.0,9298.0,1,0,0,0
1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,168.7,64.0,52.6,2300.0,four,98,mpfi,3.24,3.08,9.4,112.0,5135.858585858586,26.0,29.0,9538.0,1,0,0,0
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2540.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,8449.0,0,0,1,0
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2536.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9639.0,0,0,1,0
2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2551.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,9989.0,0,0,1,0
2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,176.2,65.6,52.0,2679.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11199.0,0,0,1,0
2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,176.2,65.6,52.0,2714.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,11549.0,0,0,1,0
2,134.0,toyota,gas,std,two,convertible,rwd,front,98.4,176.2,65.6,53.0,2975.0,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24.0,30.0,17669.0,0,0,1,0
-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2326.0,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29.0,34.0,8948.0,0,0,1,0
-1,65.0,toyota,diesel,turbo,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2480.0,four,110,idi,3.27,3.35,8.860108108108106,73.0,4500.0,30.0,33.0,10698.0,0,0,1,0
-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2414.0,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,9988.0,0,0,1,0
-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,175.6,66.5,54.9,2414.0,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,10898.0,0,0,1,0
-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,175.6,66.5,53.9,2458.0,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27.0,32.0,11248.0,0,0,1,0
3,116.02061855670104,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,2976.0,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20.0,24.0,16558.0,1,0,0,0
3,116.02061855670104,toyota,gas,std,two,hatchback,rwd,front,102.9,183.5,67.7,52.0,3016.0,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19.0,24.0,15998.0,1,0,0,0
-1,90.0,toyota,gas,std,four,sedan,rwd,front,104.5,187.8,66.5,54.1,3131.0,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20.0,24.0,15690.0,1,0,0,0
-1,115.0,toyota,gas,std,four,wagon,rwd,front,104.5,187.8,66.5,54.1,3151.0,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19.0,24.0,15750.0,1,0,0,0
2,122.0,volkswagen,diesel,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2261.0,four,97,idi,3.01,3.4,8.860108108108106,52.0,4800.0,37.0,30.317948717948717,7775.0,0,0,1,0
2,122.0,volkswagen,gas,std,two,sedan,fwd,front,97.3,171.7,65.5,55.7,2209.0,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,7975.0,0,0,1,0
2,94.0,volkswagen,diesel,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2264.0,four,97,idi,3.01,3.4,8.860108108108106,52.0,4800.0,37.0,30.317948717948717,7995.0,0,0,1,0
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2212.0,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8195.0,0,0,1,0
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2275.0,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27.0,34.0,8495.0,0,0,1,0
2,94.0,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2319.0,four,97,idi,3.01,3.4,8.860108108108106,68.0,4500.0,37.0,42.0,9495.0,0,0,1,0
2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,171.7,65.5,55.7,2300.0,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26.0,32.0,9995.0,0,0,1,0
3,115.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,159.3,64.2,55.6,2254.0,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,11595.0,0,0,1,0
3,116.02061855670104,volkswagen,gas,std,two,hatchback,fwd,front,94.5,165.7,64.0,51.4,2221.0,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24.0,29.0,9980.0,0,0,1,0
0,115.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2661.0,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19.0,24.0,13295.0,0,0,1,0
0,115.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,180.2,66.9,55.1,2579.0,four,97,idi,3.01,3.4,8.860108108108106,68.0,4500.0,33.0,38.0,13845.0,0,0,1,0
0,115.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,183.1,66.9,55.1,2563.0,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25.0,31.0,12290.0,0,0,1,0
-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2912.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,12940.0,0,0,1,0
-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3034.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,13415.0,0,0,1,0
-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,188.8,67.2,56.2,2935.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,15985.0,0,0,1,0
-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3042.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24.0,28.0,16515.0,0,0,1,0
-2,103.0,volvo,gas,turbo,four,sedan,rwd,front,104.3,188.8,67.2,56.2,3045.0,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18420.0,0,0,1,0
-1,74.0,volvo,gas,turbo,four,wagon,rwd,front,104.3,188.8,67.2,57.5,3157.0,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17.0,22.0,18950.0,0,0,1,0
-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,2952.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23.0,28.0,16845.0,0,0,1,0
-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.8,55.5,3049.0,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19.0,25.0,19045.0,0,0,1,0
-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3012.0,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18.0,23.0,21485.0,0,0,1,0
-1,95.0,volvo,diesel,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3217.0,six,145,idi,3.01,3.4,8.860108108108106,106.0,4800.0,26.0,27.0,22470.0,0,0,1,0
-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,188.8,68.9,55.5,3062.0,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19.0,25.0,22625.0,0,0,1,0
